client,year_month,total_amount,purchase_count,garden_purchase,target
client10235,2018-08,517,1,0,0
client10235,2018-09,293,1,0,0
client10235,2018-11,736,1,0,0
client10235,2018-12,549,1,0,0
client10235,2019-03,750,2,0,0
client10235,2019-07,1243,1,0,0
client10236,2018-03,169,1,1,1
client10237,2018-10,1177,1,0,0
client10237,2018-11,974,1,0,0
client10237,2018-12,1189,1,0,0
client10237,2019-01,138,1,0,0
client10237,2019-02,449,1,0,0
client10237,2019-05,703,1,0,1
client10237,2019-06,660,2,1,1
client10237,2019-07,170,1,1,1
client10238,2017-10,4494,1,0,0
client10238,2018-01,99,1,0,0
client10238,2018-09,398,1,0,0
client10238,2019-05,2632,1,0,0
client1024,2019-09,14862,2,0,0
client10240,2019-03,2649,1,0,0
client10240,2019-05,17843,4,0,1
client10242,2018-01,17989,5,0,0
client10242,2018-11,329,1,0,0
client10244,2017-12,13756,1,0,0
client10244,2018-01,187,1,0,0
client10244,2018-06,2298,1,0,1
client10244,2018-07,5858,1,1,0
client10244,2018-08,1498,1,0,0
client10244,2018-10,507,1,0,0
client10244,2018-12,985,1,0,0
client10244,2019-01,166,1,0,1
client10244,2019-08,38,1,1,1
client10247,2018-03,549,1,0,0
client10248,2018-04,5268,2,0,0
client10248,2018-05,6982,4,0,0
client10248,2018-06,4375,2,0,0
client10248,2018-07,34,1,0,0
client10248,2018-08,1599,1,0,0
client10248,2018-09,634,1,0,0
client10248,2018-10,209,1,0,0
client10248,2018-12,2958,5,0,0
client10248,2019-02,9499,1,0,0
client10248,2019-03,2147,2,0,0
client10248,2019-05,1516,2,0,0
client10249,2018-12,1835,1,0,0
client10249,2019-02,999,1,0,0
client10249,2019-06,408,1,0,0
client10249,2019-07,517,1,0,0
client10251,2017-09,5374,4,0,0
client10251,2017-10,2363,4,0,0
client10251,2017-12,651,2,0,0
client10251,2018-01,169,1,0,1
client10251,2018-05,236,1,1,0
client10251,2018-06,7856,2,0,0
client10251,2019-01,1949,1,0,0
client10252,2019-04,15990,1,0,0
client10252,2019-06,61376,1,0,0
client10254,2018-11,6190,1,0,0
client10254,2019-04,419,1,0,1
client10254,2019-05,1491,3,1,0
client10254,2019-06,11417,7,0,0
client10254,2019-07,1967,2,0,0
client10254,2019-08,2587,5,0,0
client10255,2018-05,1596,1,0,1
client1026,2017-10,3333,1,0,0
client1026,2017-11,6505,1,0,0
client1026,2018-01,223,1,0,1
client1026,2018-02,3372,1,1,0
client10260,2019-03,1715,1,0,0
client10260,2019-06,1533,1,0,0
client10261,2017-11,3128,2,0,0
client10261,2019-01,9902,2,0,0
client10263,2018-01,3194,2,0,0
client10263,2019-01,67392,5,0,0
client10263,2019-02,13759,4,0,0
client10263,2019-03,7650,5,0,0
client10263,2019-04,5415,4,0,1
client10263,2019-05,5546,3,1,1
client10263,2019-06,1613,2,1,0
client10263,2019-07,3966,4,0,0
client10263,2019-08,279,1,0,0
client10265,2018-03,16152,5,1,0
client10265,2018-04,9992,5,0,0
client10265,2018-05,2216,3,0,1
client10265,2018-06,552,1,1,1
client10267,2019-05,909,1,0,0
client10267,2019-06,135,1,0,0
client10267,2019-08,549,1,0,0
client10267,2019-09,87,1,0,0
client10269,2018-12,15001,3,0,0
client10270,2017-09,3547,1,0,0
client10270,2018-01,922,2,0,0
client10271,2018-03,315,1,1,0
client10271,2018-04,1758,2,0,0
client10271,2018-06,425,1,0,0
client10273,2017-10,297,1,0,0
client10273,2017-11,209,1,0,0
client10273,2018-05,2599,2,0,0
client10273,2018-08,4361,1,0,0
client10274,2019-01,2850,1,0,0
client10274,2019-02,5177,1,0,0
client10275,2017-11,2950,2,0,0
client10275,2018-01,4910,1,0,0
client10275,2018-02,5854,2,0,1
client10275,2018-03,428,2,1,0
client10275,2018-05,1218,1,0,0
client10276,2019-09,6152,2,0,0
client10277,2019-05,3390,1,1,1
client10279,2018-08,2488,1,0,0
client10279,2018-10,259,1,0,1
client10279,2018-11,3814,2,1,1
client10279,2019-01,215,3,1,0
client10279,2019-03,13,1,0,0
client10279,2019-04,75,1,0,0
client10279,2019-06,132,1,0,0
client10280,2018-09,43483,2,1,1
client10280,2019-04,60850,2,1,1
client10280,2019-05,17074,14,1,1
client10282,2018-09,1908,1,0,0
client10283,2018-04,23241,2,1,1
client10283,2018-05,1223,3,1,0
client10283,2018-07,2692,3,0,0
client10284,2019-06,9557,1,0,0
client10285,2019-03,1145,1,0,0
client10286,2018-05,2639,1,0,0
client10287,2019-04,2160,1,0,0
client10288,2019-08,10107,1,0,0
client10289,2018-04,25080,2,1,1
client10289,2019-03,288,1,1,0
client10289,2019-04,1044,1,0,1
client1029,2017-10,1407,1,0,0
client1029,2017-11,900,3,0,1
client10291,2019-06,199,1,1,1
client10292,2018-09,1215,1,0,0
client10292,2018-12,150,1,0,0
client10292,2019-02,192,1,0,0
client10293,2018-09,8358,1,0,0
client10294,2018-12,418,1,0,1
client10294,2019-03,546,2,1,1
client10296,2018-09,6397,1,0,0
client10296,2019-08,1049,1,0,1
client10297,2018-11,4257,2,0,1
client10297,2019-03,8651,4,1,0
client10297,2019-04,9249,9,0,0
client10297,2019-05,1223,2,0,0
client10297,2019-07,9621,6,0,0
client10298,2019-06,139,1,0,0
client10298,2019-07,13496,3,0,0
client10298,2019-08,4036,2,0,0
client103,2019-04,14147,8,1,0
client103,2019-05,5178,3,0,0
client103,2019-06,669,1,0,0
client103,2019-08,180,1,0,0
client1030,2018-04,2241,1,0,0
client10300,2018-09,6917,3,0,0
client10300,2018-10,336,1,0,0
client10301,2018-08,3407,3,0,1
client10301,2019-02,168,1,1,0
client10302,2019-01,1735,2,1,1
client10302,2019-06,399,1,1,1
client10303,2019-03,6612,2,0,0
client10303,2019-05,3542,1,0,0
client10304,2019-04,2684,1,0,0
client10305,2018-10,38,1,0,0
client10305,2019-02,1298,1,0,0
client10307,2017-12,15439,1,0,0
client10307,2018-02,1285,1,0,0
client10307,2018-03,3700,3,0,0
client10307,2018-09,1199,1,0,0
client10307,2018-10,7500,1,0,0
client10307,2018-11,46738,5,0,0
client10307,2018-12,5369,1,0,0
client10307,2019-01,119001,5,0,0
client10307,2019-02,54093,3,0,0
client10307,2019-03,8593,3,0,0
client10307,2019-04,6621,1,0,0
client10307,2019-05,21210,3,0,0
client10307,2019-06,36084,9,0,0
client10307,2019-07,210,1,0,0
client10307,2019-08,2827,2,0,0
client10307,2019-09,3812,1,0,0
client10309,2018-08,167,1,0,1
client10309,2019-02,2496,3,1,1
client10309,2019-03,4909,1,1,0
client1031,2018-05,1109,1,1,1
client1031,2018-06,263,1,1,1
client1031,2018-12,615,1,1,1
client10312,2019-03,2484,1,1,0
client10313,2019-03,2646,1,0,0
client10313,2019-04,7012,3,0,1
client10314,2019-04,7664,1,1,1
client10314,2019-07,5535,2,1,0
client10319,2018-02,845,1,1,0
client10319,2018-12,208,1,0,1
client1032,2019-02,1688,1,0,0
client10322,2017-09,2385,1,0,0
client10322,2017-10,118,1,0,0
client10322,2018-06,29,1,0,0
client10322,2018-07,87,1,0,0
client10322,2019-04,14,1,0,0
client10322,2019-05,127,1,0,0
client10322,2019-09,79,1,0,0
client10323,2019-02,2404,1,0,0
client10323,2019-03,11177,3,0,0
client10329,2018-03,29,1,0,0
client1033,2019-05,15883,1,1,0
client10330,2018-10,2967,3,1,1
client10330,2019-02,3933,2,1,0
client10331,2018-04,1494,1,0,0
client10331,2018-09,21190,11,0,0
client10331,2018-10,199,1,0,0
client10331,2018-11,184,1,0,0
client10331,2019-03,391,1,0,0
client10331,2019-09,1446,1,0,0
client10333,2018-06,11225,3,0,0
client10333,2019-02,482,2,0,0
client10336,2018-07,1999,1,1,0
client10336,2018-08,788,1,0,1
client10336,2018-09,684,1,1,1
client10336,2018-10,149,1,1,1
client10336,2019-04,637,1,1,1
client10337,2018-03,3371,1,0,0
client10337,2018-12,1186,1,0,0
client10337,2019-01,1365,1,0,0
client10338,2018-11,2046,2,0,1
client10338,2019-01,162,2,1,0
client10338,2019-07,1474,1,0,1
client10339,2018-10,1141,1,1,0
client10339,2018-11,2504,5,0,0
client10339,2018-12,3880,7,0,0
client10339,2019-01,860,2,0,0
client10339,2019-02,319,1,0,1
client10339,2019-04,1027,2,1,0
client10339,2019-06,374,2,0,1
client10339,2019-07,336,2,1,0
client10340,2018-08,7243,1,1,1
client10340,2018-11,277,2,1,0
client10340,2019-02,236,1,0,0
client10340,2019-04,2619,1,0,1
client10340,2019-05,14052,9,1,0
client10340,2019-07,8772,2,0,0
client10340,2019-08,6417,1,0,1
client10340,2019-09,6463,5,1,0
client10342,2018-03,1577,1,0,1
client10343,2018-08,4436,2,0,0
client10343,2018-09,1405,4,0,0
client10343,2019-01,253,1,0,0
client10344,2018-02,1023,1,0,0
client10346,2019-07,759,1,0,0
client10346,2019-08,297,1,0,0
client1035,2019-01,16734,1,0,0
client1035,2019-02,13549,3,0,0
client1035,2019-03,2657,2,0,0
client10350,2018-12,4605,5,0,0
client10350,2019-01,1183,3,0,0
client10350,2019-05,3286,3,0,0
client10350,2019-06,268,1,0,1
client10351,2018-09,12496,1,0,0
client10351,2018-12,537,1,0,1
client10351,2019-05,3834,1,1,0
client10359,2018-12,1541,1,0,0
client10360,2017-12,8499,1,1,0
client10360,2018-08,68,1,0,0
client10360,2018-09,366,1,0,0
client10360,2019-06,4373,3,0,0
client10360,2019-08,518,2,0,0
client10362,2018-01,5698,2,0,0
client10362,2018-02,5598,1,0,0
client10363,2019-02,915,1,1,1
client10363,2019-04,758,1,1,0
client10363,2019-05,6999,1,0,0
client10364,2019-05,1117,1,1,1
client10364,2019-07,1824,2,1,1
client10364,2019-08,178,1,1,0
client10366,2019-06,5227,1,1,1
client10366,2019-09,7193,1,1,1
client10367,2018-09,8099,1,0,0
client10367,2018-11,7326,5,0,0
client10367,2018-12,980,3,0,0
client10367,2019-01,1593,3,0,1
client10367,2019-04,5337,4,1,0
client10367,2019-05,199,1,0,1
client10367,2019-06,5393,2,1,0
client10367,2019-07,7806,7,0,0
client10367,2019-08,2407,3,0,1
client10367,2019-09,163,2,1,0
client10368,2018-05,7594,1,1,1
client10368,2018-07,1232,1,1,0
client10368,2018-10,789,2,0,0
client10368,2018-11,2192,1,0,1
client10368,2019-05,1045,2,1,0
client10369,2018-09,2740,1,0,1
client10369,2019-01,377,2,1,1
client10369,2019-02,694,3,1,1
client10369,2019-03,973,1,1,1
client10369,2019-05,368,3,1,0
client10369,2019-07,29,1,0,1
client10370,2018-08,5204,2,0,0
client10370,2018-09,5702,3,0,0
client10370,2018-10,31569,6,0,0
client10370,2018-11,4890,1,0,0
client10370,2019-05,2924,2,0,0
client10370,2019-07,9160,2,0,0
client10370,2019-08,3066,1,0,0
client10371,2018-04,503,1,0,0
client10371,2018-06,5535,2,0,0
client10371,2019-02,519,1,0,0
client10371,2019-08,1290,2,0,1
client10372,2018-01,1105,1,0,0
client10372,2018-08,563,1,0,0
client10372,2018-12,1101,1,0,0
client10372,2019-01,832,2,0,0
client10373,2017-11,2158,1,0,0
client10373,2018-01,75,1,0,0
client10373,2018-03,1855,3,0,0
client10373,2018-05,999,1,0,0
client10373,2018-07,2138,2,0,1
client10373,2018-08,648,1,1,0
client10373,2018-09,1352,1,0,0
client10373,2018-10,9096,7,0,0
client10373,2018-11,2144,3,0,0
client10373,2019-01,149,1,0,0
client10373,2019-04,603,1,0,0
client10373,2019-07,357,1,0,0
client10374,2018-11,707,2,1,0
client10374,2019-03,5093,2,0,0
client10374,2019-04,869,2,0,0
client10374,2019-05,1598,1,0,0
client10375,2018-09,7277,1,0,0
client10375,2018-10,986,2,0,0
client10375,2018-12,1084,1,0,0
client10375,2019-06,2158,1,0,0
client10376,2018-01,662,1,0,0
client10376,2018-02,36659,8,0,0
client10376,2018-03,44431,4,0,0
client10376,2018-04,119,1,0,0
client10376,2018-05,3170,2,0,0
client10376,2018-08,224,1,0,0
client10376,2019-03,45,1,0,0
client10378,2019-05,8859,2,0,1
client10378,2019-06,483,1,1,0
client10379,2018-11,11310,1,0,1
client10379,2019-04,48817,5,1,0
client10379,2019-06,440,1,0,0
client10379,2019-07,975,3,0,0
client10379,2019-08,6271,2,0,1
client1038,2017-09,1898,1,0,1
client1038,2018-01,299,1,1,0
client1038,2018-10,198,2,0,0
client1038,2018-12,2699,1,0,1
client1038,2019-04,356,1,1,0
client1038,2019-07,2782,7,0,0
client10380,2018-04,2290,1,0,0
client10380,2018-05,4469,4,0,0
client10381,2018-08,22984,3,0,0
client10381,2018-11,6867,2,0,0
client10381,2019-03,525,1,0,0
client10383,2017-09,533,1,0,0
client10383,2017-11,1104,1,0,0
client10383,2018-01,119,1,0,0
client10383,2018-03,158,1,0,0
client10383,2019-01,317,2,0,0
client10383,2019-02,519,3,0,1
client10386,2018-05,3102,2,0,0
client10386,2018-07,192,1,0,0
client10386,2019-02,252,1,0,0
client10386,2019-03,926,2,0,0
client10387,2019-07,6749,1,0,0
client10388,2019-02,649,1,0,1
client10389,2017-09,5207,1,0,0
client10389,2017-10,14225,1,0,0
client10389,2017-11,135,1,0,0
client10389,2018-01,1548,3,0,0
client10389,2018-02,4386,1,0,0
client10389,2018-05,633,1,0,1
client10389,2018-06,4691,1,1,0
client10389,2018-07,486,1,0,1
client10389,2018-09,531,1,1,0
client10389,2019-01,275,1,0,0
client10389,2019-04,3408,2,0,0
client10389,2019-06,2255,1,0,0
client10389,2019-09,607,2,0,0
client10390,2019-02,347,1,0,0
client10392,2017-11,1155,1,1,0
client10392,2017-12,3699,1,0,1
client10392,2018-05,1094,1,1,0
client10392,2018-06,29,1,0,1
client10392,2018-07,1621,3,1,1
client10392,2018-08,597,1,1,1
client10392,2018-10,3732,1,1,1
client10392,2018-12,793,1,1,0
client10392,2019-03,258,2,0,1
client10392,2019-06,3510,2,1,1
client10392,2019-08,2397,2,1,0
client10393,2019-01,4816,2,0,0
client10395,2018-08,3956,4,0,1
client10395,2019-04,195,1,1,0
client10395,2019-05,8954,2,0,1
client10395,2019-06,364,2,1,1
client10397,2017-12,79,1,0,0
client10397,2018-08,3499,1,0,0
client10397,2018-10,554,2,0,0
client10397,2018-11,962,3,0,0
client10397,2018-12,7127,11,0,0
client10397,2019-01,8609,3,0,0
client10397,2019-03,237,1,0,1
client10397,2019-05,1837,1,1,0
client10398,2018-03,2148,2,0,0
client10398,2018-08,1231,1,0,0
client10398,2018-11,177,1,0,0
client10399,2018-01,1555,1,1,0
client10399,2018-02,3954,2,0,0
client10399,2018-04,707,1,0,1
client10399,2018-06,766,3,1,0
client10399,2018-07,499,1,0,0
client10399,2018-09,1141,1,0,0
client10399,2018-10,559,1,0,0
client10399,2018-11,1195,2,0,0
client10399,2018-12,49,1,0,0
client10399,2019-01,2667,1,0,0
client10399,2019-03,2671,3,0,0
client10399,2019-04,399,1,0,0
client10399,2019-05,137,1,0,0
client10399,2019-06,2359,3,0,0
client10399,2019-07,322,2,0,1
client104,2018-04,1272,1,1,0
client10400,2018-07,2812,4,0,0
client10400,2018-10,1400,3,0,0
client10400,2019-07,2059,1,0,0
client10401,2018-11,1499,1,0,0
client10401,2019-04,405,1,0,0
client10403,2018-08,1220,2,1,1
client10403,2018-09,3871,2,1,1
client10403,2018-11,628,2,1,0
client10403,2019-04,81,1,0,1
client10403,2019-05,158,1,1,0
client10403,2019-06,59,1,0,1
client10404,2018-01,2351,5,0,1
client10404,2018-02,993,3,1,1
client10404,2018-03,3876,11,1,1
client10404,2018-04,3522,6,1,1
client10404,2018-05,3976,9,1,0
client10404,2018-06,941,4,0,1
client10404,2018-07,1757,4,1,0
client10404,2018-08,136,1,0,0
client10404,2018-09,449,5,0,0
client10404,2018-10,198,1,0,0
client10404,2018-11,2748,5,0,0
client10404,2018-12,29,1,0,1
client10404,2019-01,294,1,1,1
client10404,2019-02,3259,6,1,1
client10404,2019-03,2983,6,1,1
client10404,2019-04,3722,6,1,1
client10404,2019-05,1177,5,1,1
client10404,2019-06,2582,10,1,1
client10404,2019-07,824,4,1,0
client10404,2019-08,298,1,0,1
client10404,2019-09,367,3,1,1
client10405,2018-03,1692,1,1,1
client10405,2018-08,653,1,1,1
client10405,2019-04,2787,1,1,1
client10406,2019-07,948,1,0,1
client10407,2018-01,1803,1,0,0
client10407,2018-03,89,1,0,0
client10407,2018-07,114,1,0,0
client10408,2017-12,670,2,1,0
client10408,2018-01,682,2,0,0
client10408,2018-05,503,2,0,0
client10408,2018-06,31,1,0,0
client10408,2018-10,828,1,0,0
client10408,2019-02,383,2,0,1
client10408,2019-04,348,2,1,0
client10409,2019-06,16591,3,0,0
client1041,2019-05,7998,2,0,0
client10410,2018-07,11703,5,0,0
client10410,2018-08,39,1,0,0
client10410,2019-01,73,1,0,0
client10411,2018-02,214,1,0,0
client10411,2019-05,3736,2,0,0
client10411,2019-06,1156,3,0,0
client10411,2019-07,3902,3,0,0
client10412,2019-05,1390,3,0,0
client10412,2019-06,165,1,0,1
client10413,2019-08,1299,1,0,0
client10416,2019-01,3133,2,0,0
client10416,2019-06,893,2,0,0
client10416,2019-08,2308,2,0,0
client10417,2017-10,175,1,1,1
client10419,2018-12,1053,1,0,0
client10419,2019-02,676,1,0,1
client10419,2019-03,539,2,1,1
client10419,2019-04,1048,1,1,0
client1042,2017-12,11738,3,0,0
client1042,2018-01,9478,2,0,0
client1042,2018-04,2011,1,0,0
client1042,2018-07,17788,3,0,0
client1042,2018-10,743,1,0,0
client1042,2018-12,1908,1,0,0
client1042,2019-01,267,1,0,0
client10421,2019-08,3787,3,0,0
client10425,2018-12,26047,4,0,0
client10425,2019-01,28760,11,0,0
client10425,2019-03,2151,2,0,0
client10425,2019-04,89,1,0,0
client10425,2019-05,428,1,0,0
client10427,2018-08,12949,2,0,1
client10427,2018-09,5961,2,1,0
client10428,2019-08,2531,2,0,0
client10430,2018-08,1454,1,0,0
client10430,2019-02,507,1,0,1
client10430,2019-03,1962,1,1,0
client10430,2019-05,166,1,0,0
client10430,2019-06,790,1,0,0
client10431,2018-03,1166,1,0,0
client10431,2018-05,69,1,0,0
client10431,2019-08,1276,3,0,0
client10431,2019-09,649,1,0,0
client10433,2019-04,11722,1,1,1
client10435,2017-10,8357,4,1,0
client10435,2017-11,5548,2,0,1
client10435,2018-01,338,1,1,1
client10435,2018-02,234,2,1,1
client10435,2018-03,3277,5,1,1
client10435,2018-04,3780,4,1,1
client10435,2018-05,90,1,1,1
client10435,2018-06,1672,1,1,0
client10435,2018-09,499,1,0,1
client10435,2019-05,363,1,1,1
client10435,2019-06,458,1,1,1
client10435,2019-08,99,1,1,0
client10437,2018-09,1649,1,0,0
client10437,2018-12,104,1,0,0
client10437,2019-02,535,1,0,1
client10437,2019-04,34,1,1,0
client10437,2019-08,431,1,0,0
client10438,2018-12,1799,1,0,0
client10438,2019-04,189,1,0,0
client10438,2019-05,39,1,0,0
client10438,2019-07,1021,5,0,0
client10438,2019-08,78,1,0,1
client10438,2019-09,478,2,1,0
client10439,2018-12,27063,1,0,0
client10439,2019-03,2379,1,0,1
client10439,2019-04,16615,1,1,1
client10439,2019-05,11216,2,1,1
client10439,2019-08,19458,7,1,1
client1044,2017-09,1859,1,0,0
client10441,2019-02,25162,2,0,1
client10442,2018-02,229,1,0,1
client10442,2018-03,5605,2,1,1
client10446,2017-11,1284,1,0,0
client10448,2018-02,14743,1,0,0
client10448,2018-07,568,1,0,0
client10448,2018-08,218,1,0,1
client10449,2019-03,1033,1,1,0
client1045,2018-08,7762,1,0,0
client1045,2018-11,6828,1,0,0
client1045,2018-12,2095,1,0,0
client1045,2019-09,739,1,0,0
client10451,2018-02,4417,2,0,0
client10452,2018-12,1047,1,0,0
client10452,2019-01,369,1,0,0
client10453,2019-04,1214,1,0,0
client10453,2019-07,2317,1,0,0
client10455,2019-03,1106,1,0,0
client10455,2019-04,599,1,0,0
client10457,2018-11,735,1,0,0
client10457,2018-12,293,1,0,1
client10457,2019-02,278,1,1,1
client10457,2019-03,66,2,1,1
client10457,2019-04,406,1,1,1
client10457,2019-06,900,1,1,1
client10458,2017-10,2241,1,0,1
client10458,2018-05,5252,1,1,0
client10458,2018-08,699,1,0,0
client10458,2018-10,516,1,0,0
client10458,2018-11,484,1,0,0
client10458,2018-12,149,1,0,1
client10458,2019-01,4606,5,1,0
client10458,2019-02,158,1,0,0
client10458,2019-04,75,1,0,0
client10458,2019-07,158,2,0,1
client10459,2019-08,1293,2,0,0
client1046,2018-03,1334,1,1,0
client1046,2018-04,2372,1,0,0
client1046,2018-05,699,1,0,0
client1046,2018-07,1225,2,0,0
client1046,2018-08,3040,2,0,0
client1046,2018-12,933,2,0,1
client1046,2019-08,99,1,1,1
client1046,2019-09,149,1,1,1
client10461,2018-04,513,1,1,1
client10461,2019-02,388,1,1,0
client10464,2018-04,1239,1,1,0
client10465,2019-08,2080,1,1,1
client10466,2019-05,31712,2,0,0
client10466,2019-06,9248,2,0,0
client10468,2018-02,1075,1,1,1
client10468,2019-05,295,1,1,0
client10468,2019-08,337,1,0,0
client10469,2019-02,1876,1,0,1
client10469,2019-03,630,1,1,0
client10472,2018-10,1638,1,0,0
client10473,2017-11,10605,1,0,0
client10473,2017-12,418,1,0,0
client10473,2018-01,1332,2,0,0
client10473,2018-02,2427,2,0,0
client10473,2018-03,1733,3,0,0
client10473,2018-04,1023,1,0,0
client10473,2018-05,7041,1,0,1
client10473,2018-06,17142,1,1,0
client10473,2018-08,550,1,0,0
client10473,2019-01,1928,2,0,0
client10474,2018-09,5060,1,0,0
client10474,2019-08,294,1,0,0
client10475,2018-03,1431,1,0,0
client10475,2018-08,1309,2,0,0
client10475,2018-09,344,1,0,0
client10475,2018-10,843,1,0,0
client10475,2018-12,962,2,0,0
client10475,2019-03,348,1,0,0
client10475,2019-04,653,2,0,1
client10475,2019-05,2028,1,1,0
client10476,2018-03,38810,2,0,0
client10476,2018-04,50337,3,0,1
client10476,2018-05,4180,4,1,0
client10476,2018-06,43389,3,0,0
client10476,2018-10,4512,1,0,0
client10476,2018-11,5116,2,0,0
client10476,2018-12,2258,2,0,0
client10477,2017-09,22914,2,0,1
client10479,2019-05,9929,2,0,0
client1048,2017-12,551,1,0,1
client10480,2018-02,20211,8,0,0
client10480,2018-03,23809,10,0,1
client10480,2018-04,1023,3,1,0
client10480,2018-05,199,1,0,0
client10480,2018-07,26,1,0,0
client10480,2019-05,54151,4,0,0
client10481,2018-07,9088,1,1,0
client10481,2018-08,1298,1,0,1
client10481,2018-09,6374,2,1,1
client10481,2018-11,239,1,1,0
client10481,2019-01,396,2,0,0
client10481,2019-02,2499,1,0,0
client10481,2019-03,129,1,0,1
client10481,2019-04,2206,2,1,0
client10481,2019-05,35202,4,0,0
client10481,2019-06,25517,10,0,0
client10481,2019-07,5758,8,0,0
client10481,2019-09,9748,6,0,0
client10482,2019-01,3499,1,0,1
client10484,2018-08,46462,3,0,0
client10486,2017-09,5208,2,0,0
client10486,2017-11,3076,1,0,0
client10486,2018-01,675,1,0,0
client10486,2018-02,28086,3,0,0
client10486,2018-06,2999,1,0,0
client10486,2018-07,3329,1,0,0
client10486,2018-12,4199,1,0,0
client10486,2019-07,8991,1,0,0
client10486,2019-09,2595,2,0,0
client10487,2017-10,2730,2,0,0
client10487,2018-01,4411,3,0,0
client10487,2018-02,453,2,0,1
client10487,2018-03,456,2,1,0
client10487,2018-04,305,1,0,0
client10487,2018-06,1859,2,0,0
client10487,2018-12,749,1,0,0
client10487,2019-01,119,1,0,1
client10487,2019-02,1588,4,1,0
client10487,2019-03,807,1,0,1
client10487,2019-04,923,2,1,1
client10487,2019-05,2663,1,1,1
client10487,2019-06,405,1,1,0
client10487,2019-07,457,1,0,0
client10487,2019-08,359,1,0,1
client10491,2019-07,2738,2,1,0
client10493,2018-09,1220,1,1,0
